Keyword,Search Volume,Keyword Difficulty,Position,Previous position,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents
custom address labels,2400,76,55,55,2.09,https://www.psprint.com/resources/create-your-own-custom-return-address-labels/,0,0,0,1,110000000,"[44,81,100,44,35,44,44,35,35,35,35,35]",2021-12-10,"Site links, Reviews, Video, AdWords top, Shopping ads",commercial
large poster printing,2400,75,92,92,1.85,https://www.psprint.com/posters,0,0,0,1,80300000,"[83,66,83,83,66,83,83,66,83,83,100,100]",2021-12-10,"Site links, Reviews, Video, Shopping ads, People also ask, FAQ",transactional
birth announcement cards,2400,62,73,73,4.69,https://www.psprint.com/resources/how-to-design-your-own-birth-announcement-cards/,0,0,0,1,33400000,"[100,79,79,100,79,100,100,79,79,100,100,100]",2021-12-10,"Image pack, Site links, Reviews, Image, AdWords top, Shopping ads, Video Carousel, People also ask, FAQ",commercial
free high resolution images,2400,100,95,95,2.69,https://www.psprint.com/resources/how-to-check-your-image-resolution/,0,0,0,0.4,1100000000,"[83,83,83,100,83,100,83,66,66,66,66,83]",2021-12-09,"Image pack, Site links, Reviews, Video, AdWords top, People also ask",transactional
name card,2400,84,19,19,2.25,https://www.psprint.com/design-templates/business-cards/,7,0,16,1,4210000000,"[67,67,53,53,53,67,67,67,67,67,100,100]",2021-12-10,"Image pack, Reviews, AdWords top, Shopping ads, People also ask, FAQ",transactional
cheap printing,2400,79,9,9,0.86,https://www.psprint.com/printing-discount,72,0.09,61,1,319000000,"[67,67,67,100,81,81,67,44,36,53,67,53]",2021-12-10,"Site links, Reviews, Video, AdWords top, AdWords bottom, People also ask",commercial
create your own stickers,2400,71,19,19,1.65,https://www.psprint.com/design-templates/stickers-labels/,7,0,11,1,203000000,"[100,100,100,100,79,100,100,79,79,79,79,79]",2021-12-09,"Site links, Reviews, AdWords top, Shopping ads, Video Carousel, FAQ",commercial
sticker roll,2400,57,18,18,5.08,https://www.psprint.com/stickers-labels/roll-stickers,7,0,36,1,164000000,"[83,83,66,100,83,100,83,83,66,83,83,83]",2021-12-10,"Image pack, Site links, Reviews, Video Carousel",transactional
electronic invitations free,2400,81,63,63,0.71,https://www.psprint.com/design-templates/invitation-cards/,0,0,0,0.82,19400000,"[66,66,55,45,45,83,100,100,100,83,83,83]",2021-12-11,"Site links, Reviews, Video, AdWords top, People also ask, FAQ",commercial
custom logo stickers,2400,60,65,65,3.39,https://www.psprint.com/design-templates/stickers-labels/,0,0,0,1,147000000,"[81,67,67,100,81,81,81,67,67,67,67,67]",2021-12-09,"Image pack, Site links, Reviews, Video, Image, Shopping ads, People also ask, FAQ",commercial
dinner invitation,2400,56,58,58,0.86,https://www.psprint.com/resources/cocktail-party-invitation-wording-ideas/,0,0,0,1,5720000000,"[79,79,79,79,79,100,100,100,100,100,100,100]",2021-12-10,"Image pack, Site links, Reviews, Shopping ads, People also ask, FAQ","commercial, informational"
clothing hang tags,2400,55,77,77,2.62,https://www.psprint.com/resources/creative-design/hang-tags/,0,0,0,1,50700000,"[81,67,67,81,81,100,81,81,67,67,67,53]",2021-12-10,"Image pack, Reviews, Video, Image, AdWords top, Shopping ads, Video Carousel, People also ask, FAQ",transactional
custom vinyl banners,2400,78,82,82,3.9,https://www.psprint.com/vinyl-banners,0,0,0,1,20000000,"[83,83,66,83,83,100,100,100,100,100,100,100]",2021-12-10,"Image pack, Site links, Reviews, Video, Image, AdWords top, People also ask, FAQ",transactional
wedding invitation design,2400,80,83,83,2.07,https://www.psprint.com/resources/make-own-wedding-invitations/,0,0,0,1,113000000,"[53,53,67,100,67,81,81,67,67,67,53,53]",2021-12-10,"Image pack, Reviews, FAQ",commercial
ticket printing,2400,62,25,25,4.4,https://www.psprint.com/layout-templates/event-tickets-printing/,3,0,15,1,96700000,"[66,66,55,55,66,83,100,100,100,100,100,100]",2021-12-10,"Image pack, Site links, Reviews, Shopping ads",commercial
blank business cards,2400,50,4,4,1.62,https://www.psprint.com/design-templates/business-cards/bc-1733/,168,0.22,272,1,233000000,"[100,79,79,100,79,100,100,100,79,100,100,100]",2021-12-10,"Image pack, Site links, Reviews, Video, Image","informational, transactional"
newsletter design,2400,73,57,57,7.63,https://www.psprint.com/resources/newsletter-design-tips/,0,0,1,0.21,2160000000,"[100,100,83,100,100,100,83,83,83,66,66,83]",2021-12-09,"Image pack, Site links, Reviews, Video Carousel, People also ask","commercial, informational"
custom made stickers,2400,72,50,50,2.09,https://www.psprint.com/design-templates/stickers-labels/,0,0,1,1,148000000,"[100,79,79,100,79,100,100,100,79,79,100,79]",2021-12-10,"Site links, Reviews, AdWords top, Shopping ads, Video Carousel, FAQ",commercial
vinyl banner printing,2400,76,41,41,4.33,https://www.psprint.com/vinyl-banners,0,0,3,1,30200000,"[66,55,55,66,55,83,100,83,83,83,83,83]",2021-12-10,"Image pack, Site links, Reviews, Video, People also ask",transactional
birthday party invitation template,2400,74,36,36,0.74,https://www.psprint.com/design-templates/invitation-cards/~~~~~~birthday,1,0,1,1,55000000,"[44,28,16,36,36,53,67,81,81,81,81,100]",2021-12-10,"Image pack, Site links, Reviews, Shopping ads, People also ask, FAQ","informational, transactional"
letterhead paper,2400,53,9,9,1.57,https://www.psprint.com/design-templates/letterhead/,72,0.09,113,0.76,28200000,"[36,55,43,55,55,43,36,66,82,100,66,55]",2021-12-10,"Image pack, Site links, Reviews, Video, Image, Shopping ads, Video Carousel, People also ask",transactional
virtual thank you cards,2400,69,45,45,1.02,https://www.psprint.com/design-templates/greeting-cards/~~~~~~thank_you,0,0,0,1,187000000,"[81,81,100,67,67,67,67,67,53,44,53,44]",2021-12-10,"Site links, Reviews, Video, AdWords top, Video Carousel, People also ask",transactional
fast business cards,2400,67,35,35,6.44,https://www.psprint.com/business-cards/category,1,0,10,0.78,1370000000,"[36,43,43,43,43,43,43,66,82,100,82,82]",2021-12-12,"Site links, Reviews, AdWords top, Shopping ads, FAQ",commercial
envelope design,2400,31,1,1,1.77,https://www.psprint.com/design-templates/envelopes/,1128,1.48,1996,1,434000000,"[100,83,83,83,100,100,83,83,66,55,66,66]",2021-12-10,"Image pack, Site links, Reviews, Video, Video Carousel","commercial, informational"
free email birthday cards,2400,80,69,69,0.74,https://www.psprint.com/design-templates/greeting-cards/~~~~~~birthday,0,0,0,1,451000000,"[100,83,83,83,83,83,66,66,66,66,83,83]",2021-12-09,"Site links, Reviews, AdWords top, AdWords bottom, People also ask",commercial
yard sign printing,2400,71,41,41,4.17,https://www.psprint.com/yard-signs,0,0,3,1,25700000,"[100,66,45,66,55,83,83,100,83,66,83,83]",2021-12-09,"Site links, Reviews, AdWords top, AdWords bottom, Video Carousel, People also ask",commercial
70s album covers,2400,41,82,82,0,https://blog.psprint.com/designing/16-1970s-album-covers/,0,0,0,0.84,28100000,"[100,79,79,100,100,100,100,100,79,79,79,79]",2021-12-09,"Image pack, Reviews, Video Carousel","commercial, informational"
personalized return address labels,2400,78,50,50,1.92,https://www.psprint.com/resources/create-your-own-custom-return-address-labels/,0,0,1,1,101000000,"[24,100,82,29,20,24,24,24,29,24,24,29]",2021-12-10,"Image pack, Site links, Reviews, Video, AdWords top, AdWords bottom, Shopping ads, People also ask","informational, transactional"
elopement announcements,2400,44,57,57,1.96,https://www.psprint.com/resources/should-we-send-elopement-announcement-cards/,0,0,0,1,767000,"[83,83,83,100,83,100,100,83,83,83,66,66]",2021-12-10,"Image pack, Site links, Reviews, Video, Image, AdWords top, Shopping ads, People also ask, FAQ",commercial
printable invitations,1900,60,54,54,0.98,https://www.psprint.com/design-templates/invitation-cards/,0,0,0,1,35300000,"[55,55,45,55,55,83,100,100,83,66,66,83]",2021-12-10,"Image pack, Site links, Reviews, Video, Shopping ads, FAQ",commercial
luxury business cards,1900,37,64,64,3.02,https://www.psprint.com/business-cards/category,0,0,0,1,652000000,"[79,67,67,79,79,79,79,79,79,100,79,100]",2021-12-11,"Image pack, Site links, Reviews, Video, Image, People also ask, FAQ",commercial
personalized magnets,1900,73,89,89,1.79,https://www.psprint.com/design-templates/magnets/,0,0,0,1,18700000,"[53,67,100,44,36,36,44,44,44,44,53,44]",2021-12-10,"Site links, Reviews, AdWords top, Shopping ads, Video Carousel, People also ask, FAQ",commercial
wedding announcement cards,1900,52,30,30,3.17,https://www.psprint.com/resources/design-your-own-marriage-announcement-cards/,2,0,9,1,15700000,"[100,79,79,100,67,79,67,67,67,67,67,79]",2021-12-11,"Image pack, Site links, Reviews, AdWords top, Shopping ads, People also ask, FAQ",commercial
virtual greeting cards,1900,91,96,96,1.45,https://www.psprint.com/design-templates/greeting-cards/,0,0,0,0.7,52500000,"[67,67,100,53,67,53,53,53,44,28,36,36]",2021-12-10,"Image pack, Site links, Reviews, AdWords top, People also ask, FAQ",commercial
custom business stickers,1900,66,31,31,2.66,https://www.psprint.com/design-templates/stickers-labels/,1,0,3,1,119000000,"[100,79,79,100,100,100,79,67,67,67,67,67]",2021-12-11,"Reviews, Video, Shopping ads, FAQ",transactional
postcard mailing,1900,62,5,5,8.88,https://www.psprint.com/postcards/category,95,0.12,843,1,11300000,"[100,79,79,79,79,79,79,79,79,67,79,79]",2021-12-10,"Image pack, Reviews, People also ask","informational, transactional"
manly fonts,1900,31,85,85,1.01,https://www.psprint.com/resources/powerful-business-card-fonts/,0,0,0,0.11,829000,"[43,43,100,55,43,43,43,43,55,36,36,36]",2021-12-10,"Image pack, People also ask",commercial
paper stock,1900,67,58,58,1.91,https://www.psprint.com/resources/when-should-you-use-c1s-paper-stock/,0,0,0,0.83,0,"[55,66,66,100,100,66,66,55,45,45,45,55]",2021-12-10,"Carousel, Image pack, Site links, Reviews, Video, People also ask",transactional
digital wedding invitation,1900,74,73,73,3.25,https://www.psprint.com/design-templates/invitation-cards/~~~~~~wedding,0,0,0,1,70900000,"[55,45,45,66,66,100,83,83,83,83,83,83]",2021-12-11,"Site links, Reviews, AdWords top, AdWords bottom, Video Carousel, People also ask, FAQ",commercial
create letterhead,1900,63,2,2,1.54,https://www.psprint.com/design-templates/letterhead/,247,0.32,380,1,31600000,"[100,100,84,100,100,100,100,84,84,84,100,84]",2021-12-10,"Site links, Reviews, Video, AdWords top, Video Carousel, People also ask",commercial
thank you postcards,1900,57,72,72,2.71,https://www.psprint.com/design-templates/postcards/~~~~~~thank_you,0,0,0,1,23000000,"[100,79,79,79,67,79,79,79,100,79,79,79]",2021-12-10,"Image pack, Site links, Reviews, Image",transactional
order stickers,1900,68,59,59,5.18,https://www.psprint.com/stickers-labels,0,0,0,1,516000000,"[79,79,67,79,79,100,79,79,79,79,100,79]",2021-12-10,"Image pack, Reviews, AdWords top, AdWords bottom, Shopping ads, FAQ",transactional
custom holiday cards,1900,76,40,40,3.71,https://www.psprint.com/greeting-cards/flat-holiday-cards,1,0,4,1,1570000000,"[30,100,100,6,3,3,3,2,2,3,5,11]",2021-12-10,"Image pack, Site links, Reviews, AdWords top, Shopping ads, FAQ",commercial
card stickers,1900,36,61,61,0.58,https://www.psprint.com/design-templates/stickers-labels/~2x3,0,0,0,1,472000000,"[54,79,67,79,67,79,67,79,79,100,100,67]",2021-12-12,"Image pack, Reviews, Video Carousel",transactional
blank postcards,1900,43,21,21,0.89,https://www.psprint.com/design-templates/postcards/pc-1730/,2,0,2,1,17900000,"[100,100,100,79,79,79,67,67,54,54,67,67]",2021-12-10,"Image pack, Reviews, Shopping ads, People also ask","informational, transactional"
custom calendar printing,1900,66,27,27,1.9,https://www.psprint.com/calendars,2,0,5,1,2520000000,"[83,100,100,66,30,34,34,34,45,45,66,83]",2021-12-11,"Site links, Reviews, Image, FAQ",transactional
custom return address labels,1900,78,50,50,2.45,https://www.psprint.com/resources/create-your-own-custom-return-address-labels/,0,0,1,1,180000000,"[44,100,100,53,36,44,44,44,44,36,44,44]",2021-12-11,"Site links, Reviews, AdWords top, AdWords bottom, Shopping ads, Video Carousel, People also ask",transactional
food stickers,1900,40,75,75,2.2,https://www.psprint.com/design-templates/stickers-labels/~~~~restaurants_and_food,0,0,0,1,303000000,"[100,100,79,100,100,100,79,79,67,67,79,79]",2021-12-10,"Image pack, Reviews","informational, transactional"
cheap invitations,1900,75,60,60,2.01,https://www.psprint.com/resources/affordable-wedding-invitations-for-budget-weddings/,0,0,0,1,23300000,"[45,34,34,66,66,100,100,83,83,83,66,55]",2021-12-10,"Site links, Reviews, Video, AdWords top, Shopping ads, FAQ",commercial
bookmark printing,1900,53,41,41,3.05,https://www.psprint.com/bookmarks,0,0,1,1,18600000,"[67,67,67,79,67,79,79,79,79,79,100,100]",2021-12-12,"Image pack, Reviews, AdWords top, Shopping ads",transactional
fedex flyers,1900,65,55,48,1.55,https://www.psprint.com/resources/cheap-flyers-are-powerful-marketing-tools/,0,0,0,0.13,4890000,"[16,30,36,55,100,55,30,23,30,43,55,30]",2021-12-14,"Reviews, Video Carousel, People also ask","navigational, transactional"
custom hang tags,1900,55,67,67,3.75,https://www.psprint.com/resources/three-businesses-that-must-print-custom-hang-tags/,0,0,0,1,14900000,"[100,79,79,100,79,100,100,79,79,79,79,79]",2021-12-10,"Site links, Reviews, Shopping ads, Video Carousel, FAQ",commercial
make your own card,1900,73,56,56,1.17,https://www.psprint.com/design-templates/greeting-cards/,0,0,0,1,4350000000,"[66,83,100,66,83,55,55,66,55,45,45,45]",2021-12-10,"Site links, Reviews, AdWords top, Video Carousel",commercial
custom die cut stickers,1900,52,51,51,3.55,https://www.psprint.com/die-cut-stickers,0,0,0,1,27100000,"[100,100,79,100,79,100,79,79,79,79,79,79]",2021-12-10,"Image pack, Site links, Reviews, AdWords top, Video Carousel, People also ask",transactional
free evite invitations,1900,90,54,58,0.77,https://www.psprint.com/design-templates/invitation-cards/,0,0,0,0.48,907000000,"[36,28,36,24,28,53,81,100,100,81,67,67]",2021-12-14,"Image pack, Reviews, Video, AdWords top, People also ask, FAQ","navigational, transactional"
sticker label maker,1900,72,5,5,1.98,https://www.psprint.com/design-templates/stickers-labels/,95,0.12,188,1,18000000,"[100,100,79,100,79,79,67,54,54,67,67,67]",2021-12-10,"Site links, Reviews, Video, Shopping ads, Video Carousel, People also ask","informational, transactional"
business card with photo,1900,55,70,70,2.77,https://www.psprint.com/design-templates/business-cards/,0,0,0,1,6470000000,"[100,84,84,100,84,100,100,100,100,100,100,100]",2021-12-10,"Image pack, Site links, Reviews, Video, Shopping ads, People also ask, FAQ",commercial
seasons greetings cards,1900,45,31,31,1.66,https://www.psprint.com/design-templates/greeting-cards/~~~~~~holiday_and_seasons_greetings,1,0,2,1,24200000,"[9,36,100,4,2,2,1,1,1,1,2,4]",2021-12-10,"Image pack, Reviews, Shopping ads, People also ask, FAQ","commercial, informational"
personal business cards,1900,81,61,61,2.91,https://www.psprint.com/business-cards/category,0,0,0,1,1380000000,"[100,100,67,79,67,79,100,79,79,79,79,100]",2021-12-10,"Site links, Reviews, Image, People also ask, FAQ",commercial
custom wine bottle labels,1900,55,77,77,1.89,https://www.psprint.com/stickers-labels/wine-bottle-labels,0,0,0,1,64000000,"[79,100,100,67,67,67,79,67,67,67,67,67]",2021-12-12,"Image pack, Site links, Reviews, Video, Shopping ads, People also ask, FAQ",commercial
formal invitation,1900,58,18,18,1.57,https://www.psprint.com/resources/business-invitation-wording-examples/,5,0,8,1,936000000,"[79,79,79,79,79,100,100,100,79,79,79,79]",2021-12-10,"Image pack, Reviews, Shopping ads, Video Carousel, People also ask, FAQ","informational, transactional"
freelance marketing,1600,51,68,68,4.03,https://www.psprint.com/resources/freelance-marketing-what-materials-do-you-need/,0,0,0,0.61,200000000,"[84,68,68,100,100,84,84,84,84,84,84,84]",2021-12-11,"Site links, Reviews, AdWords top, Video Carousel, People also ask, FAQ",commercial
affordable wedding invitations,1600,66,25,25,3.07,https://www.psprint.com/resources/affordable-wedding-invitations-for-budget-weddings/,2,0,7,1,7470000,"[53,53,53,100,84,100,84,84,84,84,84,53]",2021-12-10,"Site links, Reviews, AdWords top, Shopping ads, Video Carousel, People also ask, FAQ",commercial
cheap sticker printing,1600,66,13,13,3.1,https://www.psprint.com/stickers-labels,14,0.01,44,1,124000000,"[100,84,68,100,84,84,84,84,68,84,84,84]",2021-12-10,"Image pack, Site links, Reviews, AdWords top, Shopping ads, Video Carousel, FAQ",commercial
printable greeting cards,1600,75,22,22,1.02,https://www.psprint.com/greeting-cards,2,0,2,1,63700000,"[67,67,100,67,79,67,54,79,67,42,42,42]",2021-12-10,"Image pack, Site links, Reviews, Video, Image, AdWords top, Shopping ads, FAQ",commercial
high resolution photos,1600,66,47,47,2.78,https://www.psprint.com/resources/how-to-check-your-image-resolution/,0,0,1,0.2,1080000000,"[100,100,100,100,100,100,100,81,81,81,100,100]",2021-12-10,"Image pack, Site links, Reviews, Video, AdWords top, People also ask","commercial, informational"
bulk custom stickers,1600,50,68,68,3.65,https://www.psprint.com/stickers-labels,0,0,0,1,19700000,"[68,68,68,84,84,100,84,84,68,84,84,84]",2021-12-12,"Site links, Reviews, Video, Shopping ads, FAQ","informational, transactional"
